id,Age
294,40.0
295,40.0
296,49.0
297,32.0
298,33.0
299,44.0
300,39.0
301,39.0
302,24.0
303,29.0
304,34.0
305,35.0
306,55.0
307,46.0
308,30.0
309,47.0
310,57.0
311,37.0
312,35.0
313,30.0
314,50.0
315,37.0
316,36.0
317,35.0
318,36.0
319,46.0
320,36.0
321,37.0
322,25.0
323,41.0
324,39.0
325,40.0
326,37.0
327,36.0
328,29.0
329,37.0
330,31.0
331,43.0
332,43.0
333,30.0
334,37.0
335,40.0
336,42.0
337,34.0
338,29.0
339,27.0
340,26.0
341,37.0
342,52.0
343,39.0
344,45.0
345,34.0
346,35.0
347,40.0
348,32.0
349,48.0
350,46.0
351,36.0
352,33.0
353,46.0
354,34.0
355,29.0
356,56.0
357,38.0
358,35.0
359,38.0
360,26.0
361,31.0
362,30.0
363,25.0
364,36.0
365,33.0
366,36.0
367,37.0
368,33.0
369,28.0
370,45.0
371,41.0
372,47.0
373,44.0
374,39.0
375,29.0
376,25.0
377,39.0
378,45.0
379,40.0
380,34.0
381,41.0
382,37.0
383,34.0
384,32.0
385,30.0
386,33.0
387,35.0
388,36.0
389,35.0
390,38.0
391,49.0
392,30.0
393,34.0
394,38.0
395,48.0
396,37.0
397,53.0
398,47.0
399,38.0
400,52.0
401,33.0
402,31.0
403,50.0
404,33.0
405,48.0
406,34.0
407,28.0
408,39.0
409,53.0
410,42.0
411,39.0
412,37.0
413,42.0
414,56.0
415,33.0
416,59.0
417,40.0
418,49.0
419,42.0
420,38.0
421,43.0
422,55.0
423,46.0
424,38.0
425,49.0
426,32.0
427,37.0
428,35.0
429,39.0
430,49.0
431,36.0
432,31.0
433,41.0
434,40.0
435,27.0
436,33.0
437,39.0
438,36.0
439,33.0
440,43.0
441,23.0
442,40.0
443,35.0
444,27.0
445,24.0
446,39.0
447,29.0
448,27.0
449,55.0
450,32.0
451,49.0
452,37.0
453,30.0
454,31.0
455,37.0
456,43.0
457,34.0
458,67.0
459,31.0
460,64.0
461,40.0
462,29.0
463,45.0
464,37.0
465,29.0
466,41.0
467,33.0
468,38.0
469,38.0
470,36.0
471,31.0
472,39.0
473,40.0
474,36.0
475,37.0
476,24.0
477,35.0
478,30.0
479,33.0
480,24.0
481,31.0
482,27.0
483,40.0
484,32.0
485,26.0
486,40.0
487,41.0
488,54.0
489,21.0
490,31.0
491,35.0
492,38.0
493,31.0
494,33.0
495,33.0
496,42.0
497,32.0
498,38.0
499,57.0
500,34.0
501,42.0
502,28.0
503,40.0
504,34.0
505,39.0
506,34.0
507,38.0
508,32.0
509,44.0
510,37.0
511,33.0
512,35.0
513,48.0
514,48.0
515,29.0
516,31.0
517,34.0
518,38.0
519,35.0
520,28.0
521,29.0
522,51.0
523,19.0
524,38.0
525,28.0
526,33.0
527,54.0
528,38.0
529,32.0
530,38.0
531,26.0
532,30.0
533,32.0
534,33.0
535,33.0
536,36.0
537,33.0
538,51.0
539,37.0
540,36.0
541,39.0
542,32.0
543,45.0
544,40.0
545,39.0
546,37.0
547,44.0
548,34.0
549,33.0
550,34.0
551,46.0
552,36.0
553,43.0
554,23.0
555,32.0
556,29.0
557,37.0
558,37.0
559,34.0
560,29.0
561,29.0
562,43.0
563,43.0
564,33.0
565,32.0
566,32.0
567,51.0
568,40.0
569,38.0
570,28.0
571,40.0
572,35.0
573,40.0
574,42.0
575,32.0
576,26.0
577,48.0
578,29.0
579,31.0
580,49.0
581,27.0
582,43.0
583,40.0
584,26.0
585,33.0
586,36.0
587,29.0
588,31.0
589,27.0
590,33.0
591,44.0
592,48.0
593,26.0
594,43.0
595,35.0
596,45.0
597,53.0
598,47.0
599,40.0
600,55.0
601,73.0
602,40.0
603,47.0
604,35.0
605,26.0
606,19.0
607,26.0
608,37.0
609,20.0
610,39.0
611,24.0
612,25.0
613,44.0
614,54.0
615,44.0
616,47.0
617,37.0
618,32.0
619,38.0
620,30.0
621,29.0
622,36.0
623,35.0
624,38.0
625,35.0
626,44.0
627,37.0
628,34.0
629,34.0
630,37.0
631,40.0
632,32.0
633,48.0
634,40.0
635,43.0
636,31.0
637,28.0
638,42.0
639,33.0
640,40.0
641,27.0
642,52.0
643,27.0
644,41.0
645,33.0
646,48.0
647,50.0
648,37.0
649,47.0
650,32.0
651,29.0
652,37.0
653,32.0
654,33.0
655,40.0
656,27.0
657,44.0
658,35.0
659,30.0
660,42.0
661,40.0
662,35.0
663,29.0
664,37.0
665,58.0
666,38.0
667,38.0
668,22.0
669,44.0
670,27.0
671,37.0
672,27.0
673,37.0
674,23.0
675,30.0
676,25.0
677,32.0
678,34.0
679,41.0
680,58.0
681,35.0
682,40.0
683,32.0
684,38.0
685,36.0
686,38.0
687,37.0
688,59.0
689,50.0
690,40.0
691,36.0
692,36.0
693,20.0
694,39.0
695,49.0
696,34.0
697,39.0
698,38.0
699,36.0
700,38.0
701,35.0
702,37.0
703,32.0
704,41.0
705,32.0
706,29.0
707,28.0
708,32.0
709,31.0
710,41.0
711,21.0
712,28.0
713,44.0
714,38.0
715,46.0
716,37.0
717,43.0
718,36.0
719,36.0
720,30.0
721,33.0
722,33.0
723,40.0
724,54.0
725,41.0
726,46.0
727,66.0
728,45.0
729,27.0
730,38.0
731,31.0
732,59.0
733,37.0
734,27.0
735,36.0
736,51.0
737,28.0
738,48.0
739,36.0
740,40.0
741,37.0
742,35.0
743,32.0
744,38.0
745,28.0
746,33.0
747,52.0
748,29.0
749,44.0
750,60.0
751,54.0
752,53.0
753,33.0
754,52.0
755,32.0
756,32.0
757,40.0
758,33.0
759,37.0
760,36.0
761,47.0
762,41.0
763,39.0
764,24.0
765,42.0
766,41.0
767,42.0
768,47.0
769,44.0
770,37.0
771,34.0
772,63.0
773,36.0
774,29.0
775,30.0
776,29.0
777,27.0
778,47.0
779,37.0
780,25.0
781,35.0
782,32.0
783,25.0
784,42.0
785,45.0
786,48.0
787,31.0
788,37.0
789,41.0
790,32.0
791,40.0
792,40.0
793,38.0
794,40.0
795,40.0
796,48.0
797,45.0
798,37.0
799,42.0
800,22.0
801,32.0
802,39.0
803,37.0
804,32.0
805,44.0
806,48.0
807,40.0
808,32.0
809,35.0
810,36.0
811,42.0
812,36.0
813,41.0
814,31.0
815,30.0
816,36.0
817,31.0
818,30.0
819,34.0
820,54.0
821,36.0
822,40.0
823,27.0
824,48.0
825,36.0
826,36.0
827,33.0
828,50.0
829,50.0
830,45.0
831,41.0
832,35.0
833,38.0
834,33.0
835,34.0
836,37.0
837,39.0
838,34.0
839,29.0
840,35.0
841,44.0
842,23.0
843,41.0
844,43.0
845,34.0
846,30.0
847,41.0
848,34.0
849,28.0
850,31.0
851,29.0
852,62.0
853,38.0
854,48.0
855,25.0
856,22.0
857,47.0
858,29.0
859,32.0
860,57.0
861,36.0
862,46.0
863,31.0
864,60.0
865,45.0
866,47.0
867,29.0
868,41.0
869,36.0
870,40.0
871,44.0
872,41.0
873,25.0
874,30.0
875,32.0
876,34.0
877,35.0
878,42.0
879,24.0
880,24.0
881,61.0
882,28.0
883,53.0
884,62.0
885,29.0
886,33.0
887,51.0
888,36.0
889,46.0
890,49.0
891,36.0
892,32.0
893,37.0
894,37.0
895,33.0
896,48.0
897,39.0
898,27.0
899,47.0
900,26.0
901,40.0
902,41.0
903,49.0
904,44.0
905,38.0
906,27.0
907,32.0
908,33.0
909,35.0
910,28.0
911,46.0
912,33.0
913,34.0
914,33.0
915,37.0
916,28.0
917,43.0
918,41.0
919,32.0
920,41.0
921,35.0
922,22.0
923,19.0
924,29.0
925,25.0
926,44.0
927,31.0
928,50.0
929,50.0
930,31.0
931,28.0
932,59.0
933,20.0
934,33.0
935,58.0
936,36.0
937,38.0
938,39.0
939,28.0
940,39.0
941,29.0
942,36.0
943,41.0
944,38.0
945,38.0
946,31.0
947,37.0
948,34.0
949,26.0
950,40.0
951,37.0
952,36.0
953,43.0
954,35.0
955,43.0
956,37.0
957,37.0
958,31.0
959,45.0
960,35.0
961,35.0
962,39.0
963,55.0
964,34.0
965,39.0
966,45.0
967,34.0
968,51.0
969,39.0
970,44.0
971,35.0
972,38.0
973,33.0
974,27.0
975,41.0
976,46.0
977,36.0
978,29.0
979,40.0
980,26.0
981,37.0
982,33.0
983,25.0
984,41.0
985,38.0
986,26.0
987,34.0
988,33.0
989,39.0
990,26.0
991,55.0
992,47.0
993,30.0
994,29.0
995,40.0
996,28.0
997,39.0
998,32.0
999,35.0
1000,30.0
1001,38.0
1002,25.0
1003,39.0
1004,29.0
1005,30.0
1006,63.0
1007,24.0
1008,47.0
1009,32.0
1010,41.0
1011,40.0
1012,25.0
1013,54.0
1014,43.0
1015,38.0
1016,44.0
1017,30.0
1018,39.0
1019,35.0
1020,46.0
1021,47.0
1022,26.0
1023,34.0
1024,39.0
1025,21.0
1026,33.0
1027,33.0
1028,37.0
1029,41.0
1030,43.0
1031,39.0
1032,32.0
1033,36.0
1034,40.0
1035,38.0
1036,46.0
1037,19.0
1038,39.0
1039,33.0
1040,24.0
1041,44.0
1042,28.0
1043,24.0
1044,24.0
1045,38.0
1046,27.0
1047,38.0
1048,46.0
1049,46.0
1050,33.0
1051,30.0
1052,36.0
1053,34.0
1054,43.0
1055,40.0
1056,38.0
1057,44.0
1058,36.0
1059,20.0
1060,35.0
1061,36.0
1062,24.0
1063,49.0
1064,29.0
1065,39.0
1066,45.0
1067,34.0
1068,28.0
1069,31.0
1070,41.0
1071,31.0
1072,42.0
1073,19.0
1074,37.0
1075,37.0
1076,43.0
1077,31.0
1078,35.0
1079,37.0
1080,36.0
1081,27.0
1082,38.0
1083,35.0
1084,38.0
1085,41.0
1086,48.0
1087,34.0
1088,50.0
1089,54.0
1090,33.0
1091,33.0
1092,39.0
1093,48.0
1094,37.0
1095,36.0
1096,37.0
1097,32.0
1098,33.0
1099,42.0
1100,37.0
1101,50.0
1102,38.0
1103,45.0
1104,27.0
1105,30.0
1106,24.0
1107,35.0
1108,46.0
1109,43.0
1110,48.0
1111,36.0
1112,46.0
1113,36.0
1114,30.0
1115,42.0
1116,39.0
1117,57.0
1118,21.0
1119,40.0
1120,43.0
1121,39.0
1122,37.0
1123,31.0
1124,65.0
1125,42.0
1126,40.0
1127,35.0
1128,37.0
1129,40.0
1130,37.0
1131,29.0
1132,38.0
1133,35.0
1134,22.0
1135,61.0
1136,33.0
1137,39.0
1138,27.0
1139,29.0
1140,41.0
1141,36.0
1142,52.0
1143,38.0
1144,34.0
1145,34.0
1146,41.0
1147,30.0
1148,34.0
1149,37.0
1150,36.0
1151,42.0
1152,34.0
1153,38.0
1154,53.0
1155,64.0
1156,39.0
1157,35.0
1158,29.0
1159,42.0
1160,34.0
1161,39.0
1162,75.0
1163,30.0
1164,43.0
1165,24.0
1166,43.0
1167,38.0
1168,31.0
1169,25.0
1170,29.0
1171,32.0
1172,48.0
1173,36.0
1174,46.0
1175,36.0
1176,32.0
1177,35.0
1178,62.0
1179,28.0
1180,34.0
1181,30.0
1182,30.0
1183,38.0
1184,29.0
1185,47.0
1186,33.0
1187,33.0
1188,29.0
1189,54.0
1190,39.0
1191,68.0
1192,34.0
1193,22.0
1194,30.0
1195,37.0
1196,47.0
1197,44.0
1198,43.0
1199,25.0
1200,49.0
1201,34.0
1202,39.0
1203,26.0
1204,57.0
1205,40.0
1206,30.0
1207,43.0
1208,32.0
1209,47.0
1210,28.0
1211,39.0
1212,50.0
1213,33.0
1214,45.0
1215,50.0
1216,56.0
1217,29.0
1218,28.0
1219,41.0
1220,30.0
1221,53.0
1222,46.0
1223,35.0
1224,39.0
1225,35.0
1226,39.0
1227,34.0
1228,31.0
1229,25.0
1230,50.0
1231,55.0
1232,38.0
1233,21.0
1234,39.0
1235,56.0
1236,43.0
1237,37.0
1238,34.0
1239,36.0
1240,38.0
1241,69.0
1242,25.0
1243,45.0
1244,27.0
1245,36.0
1246,43.0
1247,28.0
1248,40.0
1249,44.0
1250,33.0
1251,26.0
1252,40.0
1253,35.0
1254,48.0
1255,41.0
1256,32.0
1257,36.0
1258,37.0
1259,55.0
1260,39.0
1261,28.0
1262,46.0
1263,40.0
1264,26.0
1265,28.0
1266,46.0
1267,40.0
1268,27.0
1269,28.0
1270,46.0
1271,50.0
1272,37.0
1273,36.0
1274,34.0
1275,48.0
1276,33.0
1277,60.0
1278,48.0
1279,65.0
1280,48.0
1281,29.0
1282,34.0
1283,35.0
1284,35.0
1285,30.0
1286,33.0
1287,32.0
1288,35.0
1289,41.0
1290,28.0
1291,57.0
1292,38.0
1293,38.0
1294,37.0
1295,38.0
1296,38.0
1297,39.0
1298,29.0
1299,23.0
1300,44.0
1301,59.0
1302,37.0
1303,43.0
1304,35.0
1305,22.0
1306,40.0
1307,39.0
1308,28.0
1309,41.0
1310,41.0
1311,39.0
1312,27.0
1313,47.0
1314,46.0
1315,63.0
1316,45.0
1317,40.0
1318,45.0
1319,36.0
1320,30.0
1321,33.0
1322,38.0
1323,28.0
1324,29.0
1325,33.0
1326,47.0
1327,61.0
1328,42.0
1329,76.0
1330,59.0
1331,67.0
1332,44.0
1333,68.0
1334,31.0
1335,41.0
1336,32.0
1337,26.0
1338,27.0
1339,46.0
1340,53.0
1341,38.0
1342,30.0
1343,52.0
1344,25.0
1345,37.0
1346,37.0
1347,42.0
1348,55.0
1349,38.0
1350,46.0
1351,33.0
1352,29.0
1353,49.0
1354,31.0
1355,35.0
1356,46.0
1357,25.0
1358,43.0
1359,41.0
1360,42.0
1361,38.0
1362,33.0
1363,55.0
1364,31.0
1365,36.0
1366,33.0
1367,46.0
1368,35.0
1369,36.0
1370,28.0
1371,43.0
1372,28.0
1373,32.0
1374,32.0
1375,35.0
1376,31.0
1377,38.0
1378,31.0
1379,45.0
1380,62.0
1381,39.0
1382,33.0
1383,39.0
1384,30.0
1385,37.0
1386,45.0
1387,44.0
1388,38.0
1389,47.0
1390,66.0
1391,35.0
1392,50.0
1393,39.0
1394,38.0
1395,58.0
1396,48.0
1397,27.0
1398,30.0
1399,30.0
1400,44.0
1401,39.0
1402,38.0
1403,22.0
1404,36.0
1405,44.0
1406,32.0
1407,36.0
1408,29.0
1409,43.0
1410,42.0
1411,32.0
1412,35.0
1413,43.0
1414,49.0
1415,31.0
1416,26.0
1417,28.0
1418,45.0
1419,27.0
1420,32.0
1421,43.0
1422,36.0
1423,37.0
1424,30.0
1425,29.0
1426,47.0
1427,31.0
1428,41.0
1429,40.0
1430,33.0
1431,28.0
1432,27.0
1433,37.0
1434,32.0
1435,27.0
1436,53.0
1437,31.0
1438,39.0
1439,30.0
1440,48.0
1441,59.0
1442,52.0
1443,38.0
1444,38.0
1445,31.0
1446,27.0
1447,46.0
1448,35.0
1449,39.0
1450,39.0
1451,31.0
1452,34.0
1453,36.0
1454,51.0
1455,29.0
1456,40.0
1457,41.0
1458,33.0
1459,35.0
1460,30.0
1461,48.0
1462,51.0
1463,35.0
1464,28.0
1465,68.0
1466,48.0
1467,32.0
1468,30.0
1469,38.0
1470,36.0
1471,38.0
1472,44.0
1473,30.0
1474,35.0
1475,55.0
1476,31.0
1477,39.0
1478,52.0
1479,31.0
1480,39.0
1481,28.0
1482,51.0
1483,46.0
1484,30.0
1485,33.0
1486,57.0
1487,37.0
1488,34.0
1489,35.0
1490,33.0
1491,48.0
1492,28.0
1493,43.0
1494,54.0
1495,24.0
1496,29.0
1497,47.0
1498,34.0
1499,58.0
1500,29.0
1501,25.0
1502,37.0
1503,29.0
1504,38.0
1505,45.0
1506,35.0
1507,30.0
1508,34.0
1509,34.0
1510,48.0
1511,31.0
1512,29.0
1513,24.0
1514,40.0
1515,30.0
1516,48.0
1517,44.0
1518,58.0
1519,29.0
1520,25.0
1521,32.0
1522,56.0
1523,28.0
1524,37.0
1525,38.0
1526,26.0
1527,42.0
1528,46.0
1529,39.0
1530,34.0
1531,36.0
1532,41.0
1533,27.0
1534,30.0
1535,60.0
1536,33.0
1537,39.0
1538,33.0
1539,45.0
1540,34.0
1541,26.0
1542,37.0
1543,44.0
1544,43.0
1545,25.0
1546,52.0
1547,38.0
1548,34.0
1549,34.0
1550,55.0
1551,39.0
1552,37.0
1553,43.0
1554,64.0
1555,68.0
1556,49.0
1557,41.0
1558,37.0
1559,41.0
1560,24.0
1561,39.0
1562,41.0
1563,41.0
1564,56.0
1565,35.0
1566,33.0
1567,38.0
1568,39.0
1569,38.0
1570,34.0
1571,35.0
1572,19.0
1573,43.0
1574,36.0
1575,38.0
1576,31.0
1577,34.0
1578,42.0
1579,34.0
1580,35.0
1581,37.0
1582,38.0
1583,42.0
1584,54.0
1585,57.0
1586,43.0
1587,34.0
1588,52.0
1589,50.0
1590,46.0
1591,33.0
1592,45.0
1593,42.0
1594,33.0
1595,37.0
1596,35.0
1597,49.0
1598,48.0
1599,34.0
1600,35.0
1601,30.0
1602,31.0
1603,46.0
1604,38.0
1605,29.0
1606,26.0
1607,30.0
1608,31.0
1609,25.0
1610,45.0
1611,26.0
1612,54.0
1613,47.0
1614,30.0
1615,24.0
1616,40.0
1617,36.0
1618,68.0
1619,32.0
1620,34.0
1621,36.0
1622,37.0
1623,31.0
1624,26.0
1625,34.0
1626,33.0
1627,39.0
1628,32.0
1629,38.0
1630,40.0
1631,36.0
1632,34.0
1633,36.0
1634,29.0
1635,31.0
1636,31.0
1637,62.0
1638,32.0
1639,18.0
1640,43.0
1641,25.0
1642,45.0
1643,37.0
1644,34.0
1645,46.0
1646,46.0
1647,31.0
1648,36.0
1649,28.0
1650,33.0
1651,37.0
1652,43.0
1653,70.0
1654,31.0
1655,49.0
1656,32.0
1657,33.0
1658,35.0
1659,29.0
1660,56.0
1661,38.0
1662,25.0
1663,60.0
1664,36.0
1665,29.0
1666,34.0
1667,32.0
1668,36.0
1669,51.0
1670,37.0
1671,29.0
1672,31.0
1673,36.0
1674,43.0
1675,40.0
1676,39.0
1677,38.0
1678,50.0
1679,37.0
1680,24.0
1681,37.0
1682,37.0
1683,28.0
1684,56.0
1685,43.0
1686,37.0
1687,34.0
1688,32.0
1689,51.0
1690,33.0
1691,39.0
1692,33.0
1693,33.0
1694,38.0
1695,36.0
1696,44.0
1697,34.0
1698,37.0
1699,33.0
1700,35.0
1701,58.0
1702,35.0
1703,39.0
1704,41.0
1705,26.0
1706,30.0
1707,47.0
1708,41.0
1709,34.0
1710,38.0
1711,26.0
1712,36.0
1713,41.0
1714,38.0
1715,30.0
1716,23.0
1717,33.0
1718,48.0
1719,32.0
1720,26.0
1721,33.0
1722,36.0
1723,59.0
1724,35.0
1725,46.0
1726,35.0
1727,49.0
1728,45.0
1729,23.0
1730,33.0
1731,38.0
1732,36.0
1733,32.0
1734,50.0
1735,26.0
1736,27.0
1737,50.0
1738,31.0
1739,29.0
1740,39.0
1741,38.0
1742,37.0
1743,54.0
1744,48.0
1745,39.0
1746,43.0
1747,37.0
1748,27.0
1749,34.0
1750,46.0
1751,45.0
1752,37.0
1753,39.0
1754,55.0
1755,33.0
1756,51.0
1757,28.0
1758,30.0
1759,49.0
1760,50.0
1761,54.0
1762,32.0
1763,36.0
1764,24.0
1765,38.0
1766,44.0
1767,39.0
1768,48.0
1769,46.0
1770,40.0
1771,33.0
1772,36.0
1773,31.0
1774,42.0
1775,36.0
1776,39.0
1777,18.0
1778,48.0
1779,29.0
1780,35.0
1781,28.0
1782,56.0
1783,42.0
1784,32.0
1785,45.0
1786,35.0
1787,32.0
1788,32.0
1789,37.0
1790,39.0
1791,41.0
1792,39.0
1793,34.0
1794,46.0
1795,30.0
1796,31.0
1797,27.0
1798,34.0
1799,35.0
1800,50.0
1801,57.0
1802,37.0
1803,54.0
1804,38.0
1805,33.0
1806,48.0
1807,60.0
1808,29.0
1809,31.0
1810,37.0
1811,45.0
1812,35.0
1813,33.0
1814,28.0
1815,49.0
1816,39.0
1817,31.0
1818,30.0
1819,32.0
1820,33.0
1821,36.0
1822,30.0
1823,56.0
1824,32.0
1825,37.0
1826,36.0
1827,42.0
1828,33.0
1829,32.0
1830,24.0
1831,53.0
1832,42.0
1833,52.0
1834,54.0
1835,25.0
1836,29.0
1837,39.0
1838,35.0
1839,30.0
1840,39.0
1841,31.0
1842,42.0
1843,43.0
1844,41.0
1845,38.0
1846,36.0
1847,37.0
1848,40.0
1849,51.0
1850,27.0
1851,29.0
1852,32.0
1853,42.0
1854,29.0
1855,28.0
1856,58.0
1857,57.0
1858,46.0
1859,31.0
1860,33.0
1861,37.0
1862,26.0
1863,37.0
1864,38.0
1865,55.0
1866,43.0
1867,19.0
1868,42.0
1869,23.0
1870,38.0
1871,30.0
1872,38.0
1873,44.0
1874,39.0
1875,50.0
1876,28.0
1877,20.0
1878,35.0
1879,35.0
1880,35.0
1881,31.0
1882,37.0
1883,33.0
1884,23.0
1885,39.0
1886,56.0
1887,32.0
1888,47.0
1889,39.0
1890,38.0
1891,42.0
1892,57.0
1893,54.0
1894,51.0
1895,38.0
1896,31.0
1897,33.0
1898,35.0
1899,57.0
1900,32.0
1901,58.0
1902,24.0
1903,30.0
1904,38.0
1905,50.0
1906,35.0
1907,39.0
1908,23.0
1909,36.0
1910,38.0
1911,40.0
1912,39.0
1913,42.0
1914,39.0
1915,33.0
1916,35.0
1917,43.0
1918,30.0
1919,40.0
1920,34.0
1921,34.0
1922,46.0
1923,32.0
1924,43.0
1925,39.0
1926,31.0
1927,26.0
1928,36.0
1929,32.0
1930,38.0
1931,28.0
1932,22.0
1933,29.0
1934,63.0
1935,45.0
1936,35.0
1937,43.0
1938,37.0
1939,21.0
1940,32.0
1941,36.0
1942,34.0
1943,47.0
1944,28.0
1945,59.0
1946,32.0
1947,42.0
1948,50.0
1949,38.0
1950,35.0
1951,46.0
1952,40.0
1953,47.0
1954,28.0
1955,29.0
1956,38.0
1957,39.0
1958,35.0
1959,38.0
1960,32.0
1961,33.0
1962,53.0
1963,51.0
1964,23.0
1965,36.0
1966,41.0
1967,49.0
1968,39.0
1969,29.0
1970,35.0
1971,37.0
1972,23.0
1973,35.0
1974,32.0
1975,25.0
1976,31.0
1977,37.0
1978,42.0
1979,42.0
1980,33.0
1981,42.0
1982,38.0
1983,49.0
1984,31.0
1985,40.0
1986,31.0
1987,51.0
1988,32.0
1989,43.0
1990,38.0
1991,27.0
1992,31.0
1993,34.0
1994,26.0
1995,49.0
1996,27.0
1997,29.0
1998,35.0
1999,38.0
2000,47.0
2001,40.0
2002,28.0
2003,40.0
2004,38.0
2005,57.0
2006,37.0
2007,56.0
2008,42.0
2009,34.0
2010,52.0
2011,40.0
2012,37.0
2013,24.0
2014,38.0
2015,40.0
2016,30.0
2017,32.0
2018,22.0
2019,43.0
2020,23.0
2021,31.0
2022,37.0
2023,39.0
2024,33.0
2025,27.0
2026,47.0
2027,31.0
2028,51.0
2029,28.0
2030,48.0
2031,40.0
2032,35.0
2033,45.0
2034,48.0
2035,38.0
2036,41.0
2037,35.0
2038,29.0
2039,38.0
2040,35.0
2041,41.0
2042,42.0
2043,46.0
2044,39.0
2045,38.0
2046,40.0
2047,45.0
2048,36.0
2049,36.0
2050,32.0
2051,21.0
2052,37.0
2053,40.0
2054,36.0
2055,35.0
2056,40.0
2057,52.0
2058,39.0
2059,36.0
2060,30.0
2061,41.0
2062,35.0
2063,48.0
2064,35.0
2065,30.0
2066,39.0
2067,28.0
2068,34.0
2069,31.0
2070,39.0
2071,69.0
2072,33.0
2073,45.0
2074,42.0
2075,31.0
2076,33.0
2077,65.0
2078,36.0
2079,39.0
2080,36.0
2081,29.0
2082,34.0
2083,29.0
2084,54.0
2085,41.0
2086,52.0
2087,50.0
2088,46.0
2089,33.0
2090,29.0
2091,28.0
2092,69.0
2093,49.0
2094,34.0
2095,67.0
2096,39.0
2097,50.0
2098,34.0
2099,31.0
2100,36.0
2101,35.0
2102,38.0
2103,49.0
2104,26.0
2105,41.0
2106,31.0
2107,35.0
2108,28.0
2109,35.0
2110,51.0
2111,38.0
2112,38.0
2113,31.0
2114,48.0
2115,40.0
2116,25.0
2117,21.0
2118,37.0
2119,36.0
2120,32.0
2121,28.0
2122,34.0
2123,40.0
2124,37.0
2125,42.0
2126,34.0
2127,34.0
2128,40.0
2129,34.0
2130,37.0
2131,43.0
2132,35.0
2133,31.0
2134,37.0
2135,35.0
2136,40.0
2137,34.0
2138,43.0
2139,38.0
2140,33.0
